grid_id,region
G500_1977_3631,대전
G500_1977_3645,대전
G500_1977_3646,대전
G500_1977_3694,충북
G500_1977_3701,충북
G500_1977_3703,충북
G500_1977_3719,충북
G500_1977_3736,충남
G500_1977_3792,경기
G500_1977_3794,경기
G500_1977_3814,경기
G500_1977_3819,경기
G500_1977_3852,경기
G500_1977_3926,경기
G500_1977_3927,경기
G500_1977_3952,경기
G500_1978_3256,전남
G500_1978_3300,전남
G500_1978_3424,전북
G500_1978_3429,전북
G500_1978_3430,전북
G500_1978_3600,충남
G500_1978_3619,대전
G500_1978_3620,대전
G500_1978_3625,대전
G500_1978_3628,대전
G500_1978_3629,대전
G500_1978_3630,대전
G500_1978_3631,대전
G500_1978_3632,대전
G500_1978_3633,대전
G500_1978_3634,대전
G500_1978_3636,대전
G500_1978_3637,대전
G500_1978_3640,대전
G500_1978_3641,대전
G500_1978_3647,대전
G500_1978_3702,충북
G500_1978_3751,충북
G500_1978_3793,경기
G500_1978_3815,경기
G500_1978_3819,경기
G500_1978_3834,경기
G500_1978_3843,경기
G500_1978_3883,경기
G500_1978_3930,경기
G500_1978_4010,경기
G500_1979_3300,전남
G500_1979_3337,전남
G500_1979_3426,전북
G500_1979_3429,전북
G500_1979_3582,충남
G500_1979_3590,충남
G500_1979_3596,충남
G500_1979_3621,대전
G500_1979_3623,대전
G500_1979_3624,대전
G500_1979_3625,대전
G500_1979_3627,대전
G500_1979_3628,대전
G500_1979_3629,대전
G500_1979_3631,대전
G500_1979_3632,대전
G500_1979_3651,대전
G500_1979_3655,대전
G500_1979_3668,세종
G500_1979_3693,충북
G500_1979_3794,경기
G500_1979_3811,경기
G500_1979_3903,경기
G500_1979_3926,경기
G500_1979_3933,경기
G500_1979_4013,경기
G500_1980_3235,전남
G500_1980_3425,전북
G500_1980_3428,전북
G500_1980_3464,전북
G500_1980_3590,충남
G500_1980_3623,대전
G500_1980_3625,대전
G500_1980_3626,대전
G500_1980_3628,대전
G500_1980_3630,대전
G500_1980_3633,대전
G500_1980_3634,대전
G500_1980_3636,대전
G500_1980_3645,대전
G500_1980_3673,세종
G500_1980_3698,충북
G500_1980_3699,충북
G500_1980_3794,경기
G500_1980_3831,경기
G500_1980_3859,경기
G500_1981_3425,전북
G500_1981_3428,전북
G500_1981_3448,전북
G500_1981_3486,전북
G500_1981_3487,전북
G500_1981_3592,충남
G500_1981_3625,대전
G500_1981_3626,대전
G500_1981_3628,대전
G500_1981_3630,대전
G500_1981_3632,대전
G500_1981_3673,세종
G500_1981_3687,충북
G500_1981_3699,충북
G500_1981_3700,충북
G500_1981_3717,충북
G500_1981_3751,충북
G500_1981_3809,경기
G500_1981_3834,경기
G500_1981_3835,경기
G500_1981_3840,경기
G500_1981_3843,경기
G500_1981_3848,경기
G500_1981_3850,경기
G500_1981_3887,경기
G500_1981_3891,경기
G500_1981_3947,경기
G500_1982_3299,전남
G500_1982_3427,전북
G500_1982_3440,전북
G500_1982_3462,전북
G500_1982_3507,전북
G500_1982_3629,대전
G500_1982_3632,대전
G500_1982_3633,대전
G500_1982_3639,대전
G500_1982_3641,대전
G500_1982_3650,대전
G500_1982_3655,대전
G500_1982_3665,세종
G500_1982_3673,세종
G500_1982_3682,충북
G500_1982_3707,충북
G500_1982_3794,경기
G500_1982_3834,경기
G500_1982_3835,경기
G500_1982_3836,경기
G500_1982_3838,경기
G500_1982_3859,경기
G500_1982_3891,경기
G500_1982_3935,경기
G500_1982_3937,경기
G500_1983_3298,전남
G500_1983_3424,전북
G500_1983_3428,전북
G500_1983_3429,전북
G500_1983_3592,충남
G500_1983_3626,대전
G500_1983_3628,대전
G500_1983_3633,대전
G500_1983_3634,대전
G500_1983_3635,대전
G500_1983_3640,대전
G500_1983_3641,대전
G500_1983_3651,대전
G500_1983_3655,대전
G500_1983_3699,충북
G500_1983_3807,경기
G500_1983_3834,경기
G500_1983_3837,경기
G500_1983_3844,경기
G500_1983_3845,경기
G500_1983_3861,경기
G500_1984_3394,전남
G500_1984_3396,전남
G500_1984_3427,전북
G500_1984_3430,전북
G500_1984_3625,대전
G500_1984_3627,대전
G500_1984_3630,대전
G500_1984_3634,대전
G500_1984_3635,대전
G500_1984_3639,대전
G500_1984_3640,대전
G500_1984_3643,대전
G500_1984_3651,대전
G500_1984_3655,대전
G500_1984_3674,충북
G500_1984_3695,충북
G500_1984_3699,충북
G500_1984_3715,충북
G500_1984_3739,충북
G500_1984_3742,충북
G500_1984_3748,충북
G500_1984_3789,경기
G500_1984_3794,경기
G500_1984_3833,경기
G500_1984_3941,경기
G500_1984_4036,강원
G500_1984_4055,강원
G500_1985_3324,전남
G500_1985_3375,전남
G500_1985_3508,전북
G500_1985_3626,대전
G500_1985_3627,대전
G500_1985_3628,대전
G500_1985_3629,대전
G500_1985_3630,대전
G500_1985_3631,대전
G500_1985_3633,대전
G500_1985_3635,대전
G500_1985_3636,대전
G500_1985_3638,대전
G500_1985_3639,대전
G500_1985_3640,대전
G500_1985_3642,대전
G500_1985_3643,대전
G500_1985_3649,대전
G500_1985_3650,대전
G500_1985_3651,대전
G500_1985_3655,대전
G500_1985_3695,충북
G500_1985_3699,충북
G500_1985_3710,충북
G500_1985_3719,충북
G500_1985_3794,경기
G500_1985_3805,경기
G500_1985_3806,경기
G500_1985_3832,경기
G500_1985_3843,경기
G500_1985_3889,경기
G500_1985_3892,경기
G500_1985_4055,강원
G500_1986_3299,전남
G500_1986_3355,전남
G500_1986_3506,전북
G500_1986_3550,전북
G500_1986_3628,대전
G500_1986_3635,대전
G500_1986_3641,대전
G500_1986_3642,대전
G500_1986_3645,대전
G500_1986_3648,대전
G500_1986_3651,대전
G500_1986_3652,대전
G500_1986_3653,대전
G500_1986_3659,충북
G500_1986_3661,충북
G500_1986_3662,충북
G500_1986_3666,충북
G500_1986_3674,충북
G500_1986_3675,충북
G500_1986_3684,충북
G500_1986_3691,충북
G500_1986_3693,충북
G500_1986_3695,충북
G500_1986_3697,충북
G500_1986_3698,충북
G500_1986_3786,경기
G500_1986_3827,경기
G500_1986_3842,경기
G500_1986_3843,경기
G500_1986_3862,경기
G500_1986_4044,강원
G500_1987_3300,전남
G500_1987_3301,전남
G500_1987_3403,전남
G500_1987_3422,전북
G500_1987_3435,전북
G500_1987_3510,전북
G500_1987_3625,대전
G500_1987_3627,대전
G500_1987_3628,대전
G500_1987_3630,대전
G500_1987_3631,대전
G500_1987_3633,대전
G500_1987_3634,대전
G500_1987_3635,대전
G500_1987_3654,대전
G500_1987_3655,대전
G500_1987_3656,대전
G500_1987_3657,충북
G500_1987_3664,충북
G500_1987_3666,충북
G500_1987_3667,충북
G500_1987_3671,충북
G500_1987_3672,충북
G500_1987_3673,충북
G500_1987_3676,충북
G500_1987_3679,충북
G500_1987_3681,충북
G500_1987_3687,충북
G500_1987_3694,충북
G500_1987_3695,충북
G500_1987_3697,충북
G500_1987_3735,충북
G500_1987_3736,충북
G500_1987_3745,충북
G500_1987_3759,충북
G500_1987_3762,충북
G500_1987_3763,충북
G500_1987_3766,충북
G500_1987_3795,경기
G500_1987_3841,경기
G500_1987_3845,경기
G500_1987_3865,경기
G500_1987_3866,경기
G500_1988_3343,전남
G500_1988_3416,전북
G500_1988_3418,전북
G500_1988_3419,전북
G500_1988_3527,전북
G500_1988_3595,충남
G500_1988_3625,대전
G500_1988_3631,대전
G500_1988_3633,대전
G500_1988_3635,대전
G500_1988_3656,대전
G500_1988_3680,충북
G500_1988_3699,충북
G500_1988_3702,충북
G500_1988_3713,충북
G500_1988_3714,충북
G500_1988_3720,충북
G500_1988_3730,충북
G500_1988_3732,충북
G500_1988_3736,충북
G500_1988_3746,충북
G500_1988_3749,충북
G500_1988_3750,충북
G500_1988_3751,충북
G500_1988_3768,충북
G500_1988_3769,충북
G500_1988_3771,충북
G500_1988_3773,충북
G500_1988_3776,충북
G500_1988_3799,경기
G500_1988_3809,경기
G500_1988_3832,경기
G500_1988_3840,경기
G500_1988_3862,경기
G500_1988_3944,경기
G500_1988_4052,강원
G500_1989_3303,전남
G500_1989_3305,전남
G500_1989_3342,전남
G500_1989_3359,전남
G500_1989_3403,전남
G500_1989_3409,전남
G500_1989_3420,전북
G500_1989_3421,전북
G500_1989_3509,전북
G500_1989_3595,충남
G500_1989_3601,대전
G500_1989_3624,대전
G500_1989_3625,대전
G500_1989_3626,대전
G500_1989_3630,대전
G500_1989_3632,대전
G500_1989_3633,대전
G500_1989_3634,대전
G500_1989_3635,대전
G500_1989_3685,충북
G500_1989_3689,충북
G500_1989_3691,충북
G500_1989_3696,충북
G500_1989_3697,충북
G500_1989_3698,충북
G500_1989_3712,충북
G500_1989_3713,충북
G500_1989_3720,충북
G500_1989_3727,충북
G500_1989_3742,충북
G500_1989_3747,충북
G500_1989_3749,충북
G500_1989_3750,충북
G500_1989_3751,충북
G500_1989_3755,충북
G500_1989_3757,충북
G500_1989_3768,충북
G500_1989_3769,충북
G500_1989_3770,충북
G500_1989_3773,충북
G500_1989_3774,충북
G500_1989_3779,경기
G500_1989_3782,경기
G500_1989_3817,경기
G500_1989_3820,경기
G500_1989_3833,경기
G500_1989_3843,경기
G500_1989_3844,경기
G500_1989_3849,경기
G500_1989_3891,경기
G500_1989_3947,경기
G500_1989_4052,강원
G500_1989_4053,강원
G500_1990_3341,전남
G500_1990_3363,전남
G500_1990_3624,대전
G500_1990_3625,대전
G500_1990_3628,대전
G500_1990_3630,대전
G500_1990_3632,대전
G500_1990_3633,대전
G500_1990_3635,대전
G500_1990_3681,충북
G500_1990_3693,충북
G500_1990_3696,충북
G500_1990_3723,충북
G500_1990_3726,충북
G500_1990_3743,충북
G500_1990_3744,충북
G500_1990_3746,충북
G500_1990_3760,충북
G500_1990_3775,충북
G500_1990_3776,충북
G500_1990_3796,경기
G500_1990_3829,경기
G500_1990_3839,경기
G500_1990_3841,경기
G500_1990_3891,경기
G500_1990_3947,경기
G500_1990_3948,경기
G500_1991_3367,전남
G500_1991_3368,전남
G500_1991_3404,전남
G500_1991_3607,대전
G500_1991_3623,대전
G500_1991_3626,대전
G500_1991_3627,대전
G500_1991_3630,대전
G500_1991_3633,대전
G500_1991_3634,대전
G500_1991_3683,충북
G500_1991_3693,충북
G500_1991_3695,충북
G500_1991_3698,충북
G500_1991_3702,충북
G500_1991_3718,충북
G500_1991_3720,충북
G500_1991_3721,충북
G500_1991_3744,충북
G500_1991_3747,충북
G500_1991_3775,충북
G500_1991_3825,경기
G500_1991_3831,경기
G500_1991_3838,경기
G500_1991_3839,경기
G500_1991_3841,경기
G500_1991_3842,경기
G500_1991_3890,경기
G500_1991_4055,강원
G500_1992_3365,전남
G500_1992_3374,전남
G500_1992_3383,전남
G500_1992_3515,전북
G500_1992_3621,대전
G500_1992_3622,대전
G500_1992_3626,대전
G500_1992_3693,충북
G500_1992_3697,충북
G500_1992_3698,충북
G500_1992_3699,충북
G500_1992_3705,충북
G500_1992_3774,충북
G500_1992_3797,경기
G500_1992_3823,경기
G500_1992_3834,경기
G500_1992_3839,경기
G500_1992_3842,경기
G500_1992_3843,경기
G500_1992_3888,경기
G500_1992_3890,경기
G500_1992_3949,경기
G500_1993_3225,
G500_1993_3337,전남
G500_1993_3375,전남
G500_1993_3379,전남
G500_1993_3391,전남
G500_1993_3506,전북
G500_1993_3508,전북
G500_1993_3597,충남
G500_1993_3620,대전
G500_1993_3621,대전
G500_1993_3627,대전
G500_1993_3685,충북
G500_1993_3694,충북
G500_1993_3698,충북
G500_1993_3699,충북
G500_1993_3702,충북
G500_1993_3718,충북
G500_1993_3749,충북
G500_1993_3773,충북
G500_1993_3839,경기
G500_1993_3840,경기
G500_1993_3846,경기
G500_1993_3871,경기
G500_1993_3890,경기
G500_1993_3930,경기
G500_1993_3950,경기
G500_1993_3951,경기
G500_1994_3309,전남
G500_1994_3380,전남
G500_1994_3596,충남
G500_1994_3598,충남
G500_1994_3616,대전
G500_1994_3688,충북
G500_1994_3689,충북
G500_1994_3692,충북
G500_1994_3693,충북
G500_1994_3695,충북
G500_1994_3698,충북
G500_1994_3701,충북
G500_1994_3703,충북
G500_1994_3704,충북
G500_1994_3722,충북
G500_1994_3723,충북
G500_1994_3749,충북
G500_1994_3762,충북
G500_1994_3773,충북
G500_1994_3797,경기
G500_1994_3821,경기
G500_1994_3836,경기
G500_1994_3847,경기
G500_1994_3849,경기
G500_1994_3885,경기
G500_1994_3896,경기
G500_1995_3310,전남
G500_1995_3336,전남
G500_1995_3583,충남
G500_1995_3593,충남
G500_1995_3594,충남
G500_1995_3596,충남
G500_1995_3628,대전
G500_1995_3629,대전
G500_1995_3688,충북
G500_1995_3689,충북
G500_1995_3695,충북
G500_1995_3698,충북
G500_1995_3701,충북
G500_1995_3702,충북
G500_1995_3703,충북
G500_1995_3750,충북
G500_1995_3759,충북
G500_1995_3772,충북
G500_1995_3793,경기
G500_1995_3795,경기
G500_1995_3819,경기
G500_1995_3833,경기
G500_1995_3836,경기
G500_1995_3840,경기
G500_1995_3889,경기
G500_1995_3895,경기
G500_1995_4053,강원
G500_1996_3311,전남
G500_1996_3328,전남
G500_1996_3329,전남
G500_1996_3381,전남
G500_1996_3581,충남
G500_1996_3677,충북
G500_1996_3689,충북
G500_1996_3690,충북
G500_1996_3691,충북
G500_1996_3696,충북
G500_1996_3697,충북
G500_1996_3698,충북
G500_1996_3699,충북
G500_1996_3703,충북
G500_1996_3706,충북
G500_1996_3708,충북
G500_1996_3723,충북
G500_1996_3724,충북
G500_1996_3782,충북
G500_1996_3814,경기
G500_1996_3815,경기
G500_1996_3835,경기
G500_1996_3842,경기
G500_1996_3850,경기
G500_1996_3851,경기
G500_1996_3868,경기
G500_1996_3886,경기
G500_1996_3888,경기
G500_1996_3922,경기
G500_1996_3928,경기
G500_1996_3954,경기
G500_1996_3955,경기
G500_1997_3313,전남
G500_1997_3317,전남
G500_1997_3320,전남
G500_1997_3321,전남
G500_1997_3322,전남
G500_1997_3323,전남
G500_1997_3324,전남
G500_1997_3325,전남
G500_1997_3327,전남
G500_1997_3330,전남
G500_1997_3331,전남
G500_1997_3334,전남
G500_1997_3386,전남
G500_1997_3507,전북
G500_1997_3676,충북
G500_1997_3677,충북
G500_1997_3691,충북
G500_1997_3692,충북
G500_1997_3694,충북
G500_1997_3699,충북
G500_1997_3700,충북
G500_1997_3701,충북
G500_1997_3702,충북
G500_1997_3704,충북
G500_1997_3705,충북
G500_1997_3706,충북
G500_1997_3759,충북
G500_1997_3770,충북
G500_1997_3783,충북
G500_1997_3801,경기
G500_1997_3835,경기
G500_1997_3840,경기
G500_1997_3852,경기
G500_1997_3884,경기
G500_1997_3893,경기
G500_1997_3927,경기
G500_1997_4017,강원
G500_1998_3318,전남
G500_1998_3319,전남
G500_1998_3321,전남
G500_1998_3322,전남
G500_1998_3323,전남
G500_1998_3324,전남
G500_1998_3328,전남
G500_1998_3332,전남
G500_1998_3333,전남
G500_1998_3576,충남
G500_1998_3577,충남
G500_1998_3578,충남
G500_1998_3579,충남
G500_1998_3580,충남
G500_1998_3581,충남
G500_1998_3589,충남
G500_1998_3695,충북
G500_1998_3696,충북
G500_1998_3698,충북
G500_1998_3699,충북
G500_1998_3703,충북
G500_1998_3706,충북
G500_1998_3725,충북
G500_1998_3754,충북
G500_1998_3770,충북
G500_1998_3794,경기
G500_1998_3810,경기
G500_1998_3833,경기
G500_1998_3841,경기
G500_1998_3842,경기
G500_1998_3888,경기
G500_1998_3927,경기
G500_1998_4014,강원
G500_1999_3321,전남
G500_1999_3332,전남
G500_1999_3565,충남
G500_1999_3582,충남
G500_1999_3584,충남
G500_1999_3587,충남
G500_1999_3590,충남
G500_1999_3605,충남
G500_1999_3690,충북
G500_1999_3693,충북
G500_1999_3694,충북
G500_1999_3706,충북
G500_1999_3756,충북
G500_1999_3763,충북
G500_1999_3768,충북
G500_1999_3781,충북
G500_1999_3826,경기
G500_1999_3827,경기
G500_1999_3828,경기
G500_1999_3832,경기
G500_1999_3842,경기
G500_1999_3887,경기
G500_1999_3915,경기
G500_1999_3928,경기
G500_1999_3958,경기
G500_1999_4014,강원
G500_2000_3322,전남
G500_2000_3331,전남
G500_2000_3464,전북
G500_2000_3574,충남
G500_2000_3578,충남
G500_2000_3579,충남
G500_2000_3606,충남
G500_2000_3673,충북
G500_2000_3674,충북
G500_2000_3675,충북
G500_2000_3689,충북
G500_2000_3691,충북
G500_2000_3692,충북
G500_2000_3694,충북
G500_2000_3696,충북
G500_2000_3704,충북
G500_2000_3707,충북
G500_2000_3726,충북
G500_2000_3758,충북
G500_2000_3770,충북
G500_2000_3771,충북
G500_2000_3782,충북
G500_2000_3801,경기
G500_2000_3831,경기
G500_2000_3842,경기
G500_2000_3856,경기
G500_2000_3885,경기
G500_2000_3889,경기
G500_2000_3959,경기
G500_2001_3321,전남
G500_2001_3323,전남
G500_2001_3331,전남
G500_2001_3379,전남
G500_2001_3500,전북
G500_2001_3686,충북
G500_2001_3688,충북
G500_2001_3694,충북
G500_2001_3695,충북
G500_2001_3697,충북
G500_2001_3708,충북
G500_2001_3711,충북
G500_2001_3713,충북
G500_2001_3727,충북
G500_2001_3743,충북
G500_2001_3758,충북
G500_2001_3771,충북
G500_2001_3792,경기
G500_2001_3831,경기
G500_2001_3887,경기
G500_2001_3963,경기
G500_2001_3966,경기
G500_2002_3322,전남
G500_2002_3323,전남
G500_2002_3325,전남
G500_2002_3330,전남
G500_2002_3331,전남
G500_2002_3608,충남
G500_2002_3754,충북
G500_2002_3771,충북
G500_2002_3800,경기
G500_2002_3808,경기
G500_2002_3831,경기
G500_2002_3858,경기
G500_2002_3887,경기
G500_2002_3960,경기
G500_2002_4013,강원
G500_2003_3320,전남
G500_2003_3324,전남
G500_2003_3477,전북
G500_2003_3478,전북
G500_2003_3546,전북
G500_2003_3578,충남
G500_2003_3630,충북
G500_2003_3681,충북
G500_2003_3695,충북
G500_2003_3710,충북
G500_2003_3719,충북
G500_2003_3728,충북
G500_2003_3734,충북
G500_2003_3755,충북
G500_2003_3767,충북
G500_2003_3805,경기
G500_2003_3807,경기
G500_2003_3829,경기
G500_2003_3843,경기
G500_2003_3860,경기
G500_2003_3861,경기
G500_2003_3971,경기
G500_2004_3318,전남
G500_2004_3320,전남
G500_2004_3321,전남
G500_2004_3324,전남
G500_2004_3327,전남
G500_2004_3329,전남
G500_2004_3378,전남
G500_2004_3431,전북
G500_2004_3446,전북
G500_2004_3579,충남
G500_2004_3720,충북
G500_2004_3772,충북
G500_2004_3773,충북
G500_2004_3780,충북
G500_2004_3827,경기
G500_2004_3853,경기
G500_2004_3863,경기
G500_2004_3882,경기
G500_2004_3888,경기
G500_2004_4015,강원
G500_2005_3316,전남
G500_2005_3325,전남
G500_2005_3431,전북
G500_2005_3588,충남
G500_2005_3589,충남
G500_2005_3629,충북
G500_2005_3691,충북
G500_2005_3732,충북
G500_2005_3826,경기
G500_2005_3843,경기
G500_2005_3864,경기
G500_2005_3887,경기
G500_2006_3315,전남
G500_2006_3321,전남
G500_2006_3322,전남
G500_2006_3325,전남
G500_2006_3377,전남
G500_2006_3571,충남
G500_2006_3622,충북
G500_2006_3681,충북
G500_2006_3714,충북
G500_2006_3717,충북
G500_2006_3741,충북
G500_2006_3758,충북
G500_2006_3766,충북
G500_2006_3772,충북
G500_2006_3773,충북
G500_2006_3822,경기
G500_2006_3825,경기
G500_2006_3871,경기
G500_2006_3872,경기
G500_2006_3875,경기
G500_2006_3876,경기
G500_2006_3879,경기
G500_2006_4038,강원
G500_2007_3315,전남
G500_2007_3451,전북
G500_2007_3501,전북
G500_2007_3715,충북
G500_2007_3716,충북
G500_2007_3772,충북
G500_2007_3798,경기
G500_2007_3824,경기
G500_2007_3825,경기
G500_2007_3868,경기
G500_2007_3870,경기
G500_2007_3885,경기
G500_2007_3933,경기
G500_2008_3313,전남
G500_2008_3316,전남
G500_2008_3321,전남
G500_2008_3326,전남
G500_2008_3331,전남
G500_2008_3678,충북
G500_2008_3724,충북
G500_2008_3730,충북
G500_2008_3801,경기
G500_2008_3822,경기
G500_2008_3843,경기
G500_2008_3851,경기
G500_2008_3934,경기
G500_2008_3974,경기
G500_2009_3312,전남
G500_2009_3317,전남
G500_2009_3326,전남
G500_2009_3533,전북
G500_2009_3580,충남
G500_2009_3700,충북
G500_2009_3758,충북
G500_2009_3773,충북
G500_2009_3788,경기
G500_2009_3802,경기
G500_2009_3821,경기
G500_2009_3844,경기
G500_2009_3864,경기
G500_2009_3868,경기
G500_2010_3291,전남
G500_2010_3292,전남
G500_2010_3311,전남
G500_2010_3550,전북
G500_2010_3570,충남
G500_2010_3682,충북
G500_2010_3725,충북
G500_2010_3761,충북
G500_2010_3765,충북
G500_2010_3777,충북
G500_2010_3778,충북
G500_2010_3783,충북
G500_2010_3821,경기
G500_2010_3825,경기
G500_2010_3830,경기
G500_2011_3289,전남
G500_2011_3326,전남
G500_2011_3441,전북
G500_2011_3500,전북
G500_2011_3622,충북
G500_2011_3623,충북
G500_2011_3727,충북
G500_2011_3730,충북
G500_2011_3732,충북
G500_2011_3777,충북
G500_2011_3802,경기
G500_2011_3818,경기
G500_2011_3819,경기
G500_2011_3841,경기
G500_2011_3844,경기
G500_2011_3862,경기
G500_2012_3308,전남
G500_2012_3309,전남
G500_2012_3326,전남
G500_2012_3441,전북
G500_2012_3520,전북
G500_2012_3620,충북
G500_2012_3624,충북
G500_2012_3683,충북
G500_2012_3729,충북
G500_2012_3731,충북
G500_2012_3774,충북
G500_2012_3775,충북
G500_2012_3802,경기
G500_2012_3830,경기
G500_2012_3831,경기
G500_2012_3869,경기
G500_2012_3964,강원
G500_2013_3307,전남
G500_2013_3312,전남
G500_2013_3622,충북
G500_2013_3624,충북
G500_2013_3625,충북
G500_2013_3715,충북
G500_2013_3728,충북
G500_2013_3731,충북
G500_2013_3776,충북
G500_2013_3802,경기
G500_2013_3811,경기
G500_2013_3815,경기
G500_2013_3830,경기
G500_2013_3839,경기
G500_2013_3861,경기
G500_2013_3885,경기
G500_2013_3964,강원
G500_2014_3307,전남
G500_2014_3308,전남
G500_2014_3322,전남
G500_2014_3323,전남
G500_2014_3326,전남
G500_2014_3329,전남
G500_2014_3496,전북
G500_2014_3521,전북
G500_2014_3561,전북
G500_2014_3623,충북
G500_2014_3769,충북
G500_2014_3775,충북
G500_2014_3831,경기
G500_2014_3840,경기
G500_2014_3963,강원
G500_2015_3305,전남
G500_2015_3306,전남
G500_2015_3327,전남
G500_2015_3328,전남
G500_2015_3379,전남
G500_2015_3494,전북
G500_2015_3496,전북
G500_2015_3622,충북
G500_2015_3628,충북
G500_2015_3659,충북
G500_2015_3685,충북
G500_2015_3696,충북
G500_2015_3730,충북
G500_2015_3732,충북
G500_2015_3771,충북
G500_2015_3824,경기
G500_2015_3844,경기
G500_2015_3884,경기
G500_2015_3963,강원
G500_2016_3303,전남
G500_2016_3305,전남
G500_2016_3312,전남
G500_2016_3327,전남
G500_2016_3328,전남
G500_2016_3440,전북
G500_2016_3441,전북
G500_2016_3500,전북
G500_2016_3615,충북
G500_2016_3622,충북
G500_2016_3625,충북
G500_2016_3670,충북
G500_2016_3685,충북
G500_2016_3771,충북
G500_2016_3775,충북
G500_2016_3809,경기
G500_2016_3887,경기
G500_2016_3940,강원
G500_2016_3963,강원
G500_2017_3302,전남
G500_2017_3439,전북
G500_2017_3615,충북
G500_2017_3622,충북
G500_2017_3664,충북
G500_2017_3716,충북
G500_2017_3729,충북
G500_2017_3733,충북
G500_2017_3776,충북
G500_2017_3780,충북
G500_2017_3835,경기
G500_2017_3844,경기
G500_2017_3869,경기
G500_2017_3886,경기
G500_2017_4041,강원
G500_2018_3265,전남
G500_2018_3301,전남
G500_2018_3326,전남
G500_2018_3333,전남
G500_2018_3436,전북
G500_2018_3584,충북
G500_2018_3622,충북
G500_2018_3732,충북
G500_2018_3733,충북
G500_2018_3775,충북
G500_2018_3783,충북
G500_2018_3785,충북
G500_2018_3790,충북
G500_2018_3836,경기
G500_2018_3859,경기
G500_2018_3864,경기
G500_2018_3890,경기
G500_2018_3930,강원
G500_2019_3301,전남
G500_2019_3322,전남
G500_2019_3323,전남
G500_2019_3326,전남
G500_2019_3432,전북
G500_2019_3436,전북
G500_2019_3538,전북
G500_2019_3616,충북
G500_2019_3626,충북
G500_2019_3687,충북
G500_2019_3727,충북
G500_2019_3785,충북
G500_2019_3803,경기
G500_2019_3831,경기
G500_2019_3839,경기
G500_2019_3843,경기
G500_2019_3889,경기
G500_2020_3298,전남
G500_2020_3326,전남
G500_2020_3446,전북
G500_2020_3447,전북
G500_2020_3508,전북
G500_2020_3553,전북
G500_2020_3734,충북
G500_2020_3737,충북
G500_2020_3739,충북
G500_2020_3740,충북
G500_2020_3742,충북
G500_2020_3805,경기
G500_2020_3806,경기
G500_2020_3841,경기
G500_2020_3873,경기
G500_2020_3962,강원
G500_2021_3284,전남
G500_2021_3294,전남
G500_2021_3295,전남
G500_2021_3296,전남
G500_2021_3338,전남
G500_2021_3430,전북
G500_2021_3616,충북
G500_2021_3743,충북
G500_2021_3744,충북
G500_2021_3777,충북
G500_2021_3785,충북
G500_2021_3844,경기
G500_2021_3845,경기
G500_2021_3854,경기
G500_2021_3877,경기
G500_2021_3920,경기
G500_2021_3961,강원
G500_2022_3270,전남
G500_2022_3275,전남
G500_2022_3276,전남
G500_2022_3293,전남
G500_2022_3294,전남
G500_2022_3316,전남
G500_2022_3317,전남
G500_2022_3429,전북
G500_2022_3554,전북
G500_2022_3606,충북
G500_2022_3613,충북
G500_2022_3662,충북
G500_2022_3771,충북
G500_2022_3798,경기
G500_2022_3804,경기
G500_2022_3811,경기
G500_2022_3837,경기
G500_2022_3890,경기
G500_2022_3891,경기
G500_2023_3254,전남
G500_2023_3325,전남
G500_2023_3326,전남
G500_2023_3374,전남
G500_2023_3515,전북
G500_2023_3601,충북
G500_2023_3602,충북
G500_2023_3692,충북
G500_2023_3736,충북
G500_2023_3747,충북
G500_2023_3770,충북
G500_2023_3782,충북
G500_2023_3800,경기
G500_2023_3841,경기
G500_2023_3842,경기
G500_2023_3886,경기
G500_2024_3281,전남
G500_2024_3287,전남
G500_2024_3288,전남
G500_2024_3292,전남
G500_2024_3374,경남
G500_2024_3728,충북
G500_2024_3732,충북
G500_2024_3769,충북
G500_2024_3778,충북
G500_2024_3837,경기
G500_2024_3838,경기
G500_2024_3892,경기
G500_2024_3957,강원
G500_2025_3283,전남
G500_2025_3284,전남
G500_2025_3294,전남
G500_2025_3311,전남
G500_2025_3514,전북
G500_2025_3583,충북
G500_2025_3792,충북
G500_2025_3801,충북
G500_2025_3802,충북
G500_2025_3804,충북
G500_2025_3814,경기
G500_2025_3835,경기
G500_2025_3836,경기
G500_2025_3843,경기
G500_2025_3847,경기
G500_2025_3853,경기
G500_2025_3953,강원
G500_2025_4010,강원
G500_2026_3281,전남
G500_2026_3286,전남
G500_2026_3290,전남
G500_2026_3295,전남
G500_2026_3372,경남
G500_2026_3515,전북
G500_2026_3552,전북
G500_2026_3696,충북
G500_2026_3721,충북
G500_2026_3722,충북
G500_2026_3736,충북
G500_2026_3766,충북
G500_2026_3767,충북
G500_2026_3833,경기
G500_2026_3834,경기
G500_2026_3845,경기
G500_2026_3916,경기
G500_2026_3952,강원
G500_2027_3281,전남
G500_2027_3284,전남
G500_2027_3285,전남
G500_2027_3288,전남
G500_2027_3314,전남
G500_2027_3522,전북
G500_2027_3526,전북
G500_2027_3611,충북
G500_2027_3678,충북
G500_2027_3681,충북
G500_2027_3735,충북
G500_2027_3736,충북
G500_2027_3750,충북
G500_2027_3765,충북
G500_2027_3778,충북
G500_2027_3779,충북
G500_2027_3831,경기
G500_2027_3842,경기
G500_2027_4030,강원
G500_2028_3278,전남
G500_2028_3280,전남
G500_2028_3283,전남
